id,review,helpfulness
485,"I ran upon this in the grocery store and it looked like it would be good. I love spicy sauces.<br /><br />I thought it would be good but this is WOW! It isn't just a hot sauce, it has flavor. It is so good. It's good on chicken and eggs. It is out of this world on cottage cheese, sounds like a strange combo but I haven't tried anything that it tasted so good on, the cool of the cottage cheese, the heat of the chili sauce, yum!<br /><br />It does have a good bit of heat to it. I have to have something close by to drink because it does burn the tongue a little.<br /><br />I'm addicted now and will be a lifelong lover of this chili sauce. I find myself looking through the refrigerator just looking for something to put my chili sauce on.<br /><br />Yes, it's that good.",1
486,"This review is less about the cereal and more about the option of buying from Amazon for one of two reasons:<br /><br />1) If you've never had it, you're probably not going to buy a 4-pack.  More likely, you'll go to your local market and buy one box.<br /><br />2) If you have had it and you're looking at this item, you're trying to decide if you want to buy a 4-pack.<br /><br />I have a 4-pack delivered every month via ""Subscribe & Save"" and here's why:<br /><br />My local groceries carry the smaller 12oz boxes for about $3-$3.50, the 16.7 oz box is usually about $5-$5.50.  Bear in mind, this item is a 4-pack of 16.7 oz boxes.<br /><br />The subscribe & save option from Amazon takes 15% off (did I also mention no shipping, no commitment) which lowers the $20 price tag to more like $17 for four boxes, or $4.25 per box- that's almost a dollar off what my grocery charges!<br /><br />So, I get the cereal I love, delivered to my door regularly and automatically, for almost a dollar less than what I'd have to pay if I drove to the store.  It doesn't take a college education to know that's a deal!",1
487,"I absolutely love Amazon and practically 'hang out' on Amazon like some people do on Facebook - LOL! That being said, I really enjoy reading the reviews and the comments of fellow Amazoners and learn so much by doing so. I really appreciate the information that other reviewers include and when I have found a particular reviewer that I recognize over and over again, I have clicked on their profile to read more about them and about what other items they have reviewed and BOY has that been fun!<br /><br />And that is precisely how I stumbled upon this Amazing Grass Green Superfood mix!<br />I was reading the profile of another reader and she raved about it. Well, any time I am out of my green powder, I order a different brand. This way, I am always using a different product and can try them all out and see which one I really do like the best and will stay with. As timing would have it, I was almost out of the one I was using, and saw this review, and ordered it!<br /><br />I signed up for the Auto-delivery (as you can cancel at any time) and it reduced the price as well as free shipping - yay! But, the real test was in the flavor, and it's blendability (new word?). It shakes up well (shake, not stir), and the taste is pretty good. I add it to smoothies, or drink plain in water or juice and like it either way. It seems to be economically doable for me, possibly lasting 60 days, so that is a better deal than most out there.<br /><br />I felt better immediately after drinking it - with more energy - probably due to the Maca. Maca is something you want to research before taking, and certainly before ever giving to children. I have some Maca in a bag, and when I have added only a tiny bit of it to a smoothie - I didn't like the way it made me feel at all, and it made my heart go a little crazy, so IMO, be cautious.<br />This, however, gave me a burst of good-feeling energy without the heart palpitations of other ill-effects, so I was happy.<br /><br />All in all, I think I have found my favorite green drink so I'm sticking with it and if I have any other opinions, I'll update my review.<br />I think you'll like it too!",1
488,"I try to buy organic products whenever possible; so I decided to try this. I usually do not use milk quickly enough to justify buying a gallon of fresh milk; so this sounded good. I cannot find it in any of the stores in my area and Amazon is easy to deal with so this seemed like a good choice. Organic Valley should be a bit more forthcoming with specifics about this product; since many of us may not be familiar with it. I have used a lot of other nonfat dry milk products, but this is quite different. Although the actual product description does not state that it is ""non-instant"", if you enlarge the picture, you can just barely read it on the front of the package. The mixing instructions on the package tell you that you can stir or shake to mix the milk, but your blender or an electric mixer are probably your best options. Stirring produces a very lumpy, undissolved mess. I called Organic Valley and spoke with a very complacent woman who informed me that she puts the dry milk and water in a jar and shakes it vigorously to mix it. She also informed me that since it is not an instant product, once it is mixed, you will need to stir or shake it again if it is not used immediately; because the mix will begin to settle. Once it is actually dissolved, the taste is wonderful: it tastes absolutely fresh.",1
489,"The display for this item doesn't show the number of ounces.  How can I know the true cost?  Otherwise, I might buy it because I want organic, raw nuts.<a href=""http://www.amazon.com/gp/product/B0015LWUJC"">Certified Organic, Raw, Jungle Peanuts</a>",0
490,"I'm a guy and as most guys, I appreciate bigger boobs. My girlfriend, who I have been dating since high school for a little over 4 years now, was a little unhappy in that department and wanted a little change. Before considering surgery, we decided to give some natural methods a try. After doing some research, we narrowed down some of the most commonly found ingredients in those super expensive pills and began to look for them on amazon.com. Since she had tried some breast enhancement pills before, which didn't work, we decided that she would be better off using only the herbs and stuff that was medically proven to work and give results. Here is what we picked out.....<br /><a href=""http://www.amazon.com/gp/product/B001VOJ7S0"">Ainterol Pueraria Mirifica 500Pure Breast Capsules (100 caps)</a><br /><a href=""http://www.amazon.com/gp/product/B00024D9AW"">Wild Yam Root 180 vcaps</a><br /><a href=""http://www.amazon.com/gp/product/B0009ETA6W"">Nature's Way Fenugreek Seed 610 mg, Capsules 180ea</a><br />These are the ingredients that we sort of liked and decided to give them all a try. So I guess this review is for all three of them at the same time. She has been taking them for just over two months now and we both agree that we have seen a change. Her bust has grown by a little over two inches and her breasts definately fell and have more fullness to them. She is a lot more confident and says that her shirts sit on her much nicer. Now she has an extra excuse to spend a ton of money shopping for new clothes, but what can I say, I just love her. A little bit of caution, there are a couple of changes that happened after she started to take the combination of all three of those pills. Her natural body smell has changed a little, nothing negative of course or she would have stopped taking them, but it has altered just a little. And she sometimes complains that her boobs are a little sore. But there has been a significant size difference and I believe that this stuff works. Good luck to you ladies and guys remember to love your women, they're just as sensitive about their boobs as we are about our penises!",0
491,"Although the product claims to be a viable additive for shakes/drinks, our experience is it won't dissolve without a blender.<br /><br />Simply put it clumps.<br /><br />The taste is fine, actually good, so my recommendation is to look elsewhere for a drink supplement.",1
492,"Just like the reviewer above me I placed an order for these 3 weeks ago only to be sent a cancellation email telling me that amazon could not get them in stock even though they had them in stock last night. I have been disregarded by CS reps on multiple occasions and told that amazon would not have them back in stock (even though they had them minutes before for a much higher price). It would seem that instead of standing behind their sales, they find it easier to cancel the orders of their customers and tell them to re-order for a much higher price after already waiting 3 weeks for the product that was purchased. Seriously disappointed in amazon, this is the third purchase in a row that has been cancelled due to them not wanting to/not able to fulfill the orders.",0
493,"As much as my family and I love cheese from Italy and Spain, we love French cheese more.  France is a country that produces more than 100 cheeses, so it must have been difficult to choose only four for this assortment, but in my opinion, four of the very best were chosen.<p>We are all watching our weight at my house, so we eat a lot of salads.  While cheese is definitely not a &quot;diet food,&quot; a little in a salad goes a long way, especially when you're using Buche Chevre.  My children love it on crackers as well.<p>My wife and I reserved the chaource and the epoisses for a &quot;wine and cheese&quot; party, but believe me, they are so wonderful and so special, you'll be tempted to eat them anytime, party or not.<p>The Gruy&egrave;re de Comt&eacute; is just so special I can't really find words to describe it.  It's rich.  It's creamy.  It's delectable.  We often eat it as a dessert cheese.  Yes, it's really that good!<p>If you're looking for a special gift, you can't go wrong with this French Cheese Assortment.  These are four of the finest cheese France has ever produced.",1
494,"Shoppers beware, the same 1/2lbs bag of salt costs only $2.75 if you buy direct from the company. Just google Celtic Sea Salt. Can't believe the Amazon vendor has marked up the price so much. What a rip-off!",1
495,"Well, just be sure that you dont mind ordering bulk and getting an entirely different product than you ordered!!! ~Amazon.com sellers' return policy doesn't allow returns.",0
496,"Last time I checked, water based products such as Poop aren't really frozen at 62 degrees F.<br /><br />Personally I try to catch the poop in a zip-lock bag and take it straight to the deep freeze. This prevents freezer burn and that white crusty layer.",0
497,"It's beyond me why this product shows up in the natural and organic section.  What's natural and organic about Sodium Benzoate and Potassium Sorbate, Acesulfame Potassium, and worst of all Sucralose (Splenda Brand)- nothing but poison IMHO!  No, I don't own it, and no, I won't buy it for that very reason!",0
498,"Ads a very pleasant taste to my stir fry experience. As tasty in my home cooking , comparable to that in a chinese restaurant. A product that I will always keep on hand for my cooking pleasure.",0
499,"I've been buying Illy Medium Roast espresso and decided to try something new. Lavazza is the winner! I have been ordering it from Amazon for months now. The 4-pack is a great deal. Nice flavor, not too bold or bitter, even a little sweet? Perhaps I am not equipped to describe it as a coffee connoisseur, but I do know it makes my mornings a little better!",1
500,"I proceeded to open the container then pour it all over myself, in front of my girlfriend. Imagine my embarassment with poweder all over myself.<br /><br />Needless to say the evening did not go as planned.<br /><br />Though I did take a bath, and the water did taste an awfully lot like milk.<br /><br />My fault though, for thinking the company was Nido Powder",0
501,"For those who like a bit more flavor than the soft breakfast blends -- this is the best of the bunch.  I have worked through most brand ""bolds"" and come back to this one every time.  Black Tiger is similar but does not have some of the added flavor notes found here.",1
502,"I want to be clear, I am not speaking of nor picking on just this one product, but like most dog foods out there that have these lovely names, ""Holistic"",'Natural','Healthy',etc,there is usually nothing to back up claims of being healthier nor of better quality than the less expensive brands. The ingredients often are the same as most other dog foods, comprised of substances of the poorest quality, including ingredients that are not even considered food.'Made with chicken' can mean as low as 3% chicken legally. Generally, only meats totally unable to be used for any other purpose at all are added to dog foods, and often includes feces, talons, feathers, hide, teeth, tumors and worse. Many of these poor grade and disgusting 'meats' are also then soaked in chemicals before being added to dog foods, the FDA's great idea to keep the meat  from actually being used in 'people' food--but I doubt you want your dog's food soaked in chemicals. People truly love their pets, and for some of us, it's all the family we have or certainly the ones that seem to understand us best. I'm working on a recipe that will work well for my dogs, human-grade. In days gone by, we raised our 'mutts' often on just left over table scraps and they flourished... because they were getting 'people grade' food. If you use canned dog food, smell the opened, refrigerated can on day 2,3 or 4--if it smells good, you will know. If not it's rancid--bad, spoiled, musty. We feed organic dog food now, not much more $$ but I don't 'trust' any of them,& try to make sure it's not from China or anywhere but the USA, and I keep an eye on ingredients and smell regularly, and I rotate. Even those with added supplements and vitamins may use those that are useless, poor quality that are not absorbed.<br />Manufacturers preserve with either synthetic or ""natural"" preservatives. Synthetic preservatives include butylated hydroxyanisole (BHA) and butylated hydroxytoluene (BHT), propyl gallate, propylene glycol (also used as a less-toxic version of automotive antifreeze), and ethoxyquin. There is little information documenting their toxicity, safety, interactions, or chronic use in pet foods that may be eaten every day for the life of the animal. Propylene glycol was banned in cat food because it causes anemia in cats, but it is still allowed in dog food.<br />Potentially cancer-causing agents such as BHT or BHA, and ethoxyquin is permitted at some levels. The use of these chemicals in pet foods has not been thoroughly studied, and long term build-up of these agents may ultimately be very harmful. July 1997 the FDA's Center for Veterinary Medicine requested that manufacturers voluntarily reduce in half the maximum level of ethoxyquin by half. Some pet food critics and veterinarians believe that ethoxyquin is a major cause of disease, skin problems, and infertility in dogs. Hey, who loves my pets more, me or these companies? Hmmm?",0
503,"I was never a really big fan of ZICO natural before ... until the bottle came out. Honestly, I absolutely LOVE, LOVE the nuttier flavor and can't drink enough of it. It's significanlty more drinkable for someone who's never had coconut water a part of their daily diet.  The original flavors are great, Mango and Passion. I first fell in love with ZICO by drinking the Passion, then I started to wanting less flavor and transitioned to Mango. But never full latched onto natural. Though, I've been wanting to make the switch.<br /><br />With the bottle now, it's what I've been waiting for. I LOVE IT!!! It's amazing to just chug it cold after a hard work out, and you know it's packed with natural electrolytes, potassium, and so much more. Great for your skin and internal system. Overall it's just an amazing beverage. I can't stop raving about it to all my friends, family, and fellow athletes. Currently, I'm training for an aquathon, and I don't know how I did it before. But there's no going back now.<br /><br />My other favorite in the bottle is Lima Citron. It's so tasty. It just brings me back to my childhood since the smell reminds me of Fruit Loops! And it taste just as yummy, but sooo much better for you.<br /><br />Look I'll be honest. The bottle isn't tetra, and it's not meant to be. Tetra is great in it's own right, but this new line has proposed another fabulous alternative to all those who love coconut water but needed more versility with the on-go lifestyle. So credit is due for that.<br /><br />I'm super stoked that ZICO gave us consumers two options: tetra and bottle. And I'm going to enjoy both fully!! It's just wonderful to switch up the flavors. Somedays I'll have Natural others Mango. When I'm training, it'll be the bottle. At the office, it'll be the tetra. Any way you look at it, ZICO is helping me be healthier whether it's in the bottle or tetra.  It's just a personal preference at this point. So try it and be your own judge.<br /><br />Besides when I found out that the bottle is actually more environmentally friendly, I was happily surprised. Tetra isn't recylced by many plants nationally. 30% of the bottle is made from recylced materials and is 100% recylcable(including the cap - unlike water bottles). Personally, this is important to me.<br /><br />And I agree with the other reviewers with regards to the concentrate and the decrease of their carbon foot print. It's true and relevant.<br /><br />ZICO, thank you for the amazing products you continue to give to us, and most importantly thank you for promoting a healthier, more hydrated lifestyle in a fabulously tasty way via bottle or tetra. Here's to you in breaking the mold and trying to help more people with your new bottle while still keeping tetra for those who've become so loyal. Hat's off!!! You've now acquired another fan for life!!!<br /><br />Cheers!!!!<br /><br />P.S. ZICO is still amazing.",0
504,"I own a bread machine and use honey for my whole wheat loaves.  This product works great for a few weeks, but then something happens to the honey.  It gets thicker.  (And this was in bottles that were sealed and unopened).  This resulted in my bread not mixing properly.  The dough would get clumpy and would not blend together properly.  I had to throw out half of the honey.",0
505,"the other ingredients are not so healthy and unfortunately I'm unable to review the flavor as I forgot I can't have beef anymore (due to health issues).<br /><br />Ingredients:  beef, flavoring supplement (salt, dextrose, corn syrup solids, maltodextrin, spices, spice extractives, soybean oil), vinegar, brown sugar, liquid smoke, salt, black pepper, garlic powder, spices<br /><br />Here is some info found on the internet:<br /><br />Maltodextrin ~ maltodextrin from corn or soy can be very unsafe/poison for anyone. As all GMO products like corn and soy are genetically engineered from the monsanto company. they insert a bacteria in all GMO products, and this changes the natural organic developing of corn or soy. do not buy anything that contains maltodextrin or titanium for your own health.<br /><br />Maltodextrin made in the US is made from corn.<br />Corn in the US is a GMO food so Maltodextrin as derived from a Gmo is extremely unsafe.<br /><br />Soy ~ this particular info from:<br /><br />(...)<br /><br />. . .fermented soy products such as natto, tempeh, miso and soy sauce, and enjoying the health benefits. Fermented soy does not wreak havoc on your body like unfermented soy products do.<br /><br />Here is just a sampling of the health effects that have been linked to unfermented soy consumption:<br /><br />*Breast cancer<br />*Brain damage<br />*Infant abnormalities<br />*Thyroid disorders<br />*Kidney stones<br />*Immune system impairment<br />*Severe, potentially fatal food allergies<br />*Impaired fertility<br />*Danger during pregnancy and nursing<br /><br />and for all ~<br /><br />Jesus Christ (Yahushua HaMashiach) is coming back. Don't leave this world without Him...<br /><br />Gift of God<br /><br />With all the bad going on in the world, God wants us to tell everyone about His good news.<br /><br />It's so fascinating always watching everything unfold just like the Bible predicts. I am often sent emails saying to forward it to everyone on my list if I am not ashamed of Yahweh (God) and His Messiah Yahushua HaMashiach (Jesus Christ). I do not forward those emails cuz I don't trust them (I'm not computer literate either), so I am sending this to everyone on my list (along with everyone else), as God does command us (no matter what the consequence to us) to share His good news with every one of His Messiah providing us with the only good way out of this world.<br /><br />Yep, just like it says it's going to happen in the Holy Bible (no matter which version is chosen to be believed or not believed), it's gonna get beyond tragically ugly here. If we think that there's been bad stuff already happening, we ain't seen nothin yet. Pretty much (if I remember correctly, but it's in the Bible), God unleashes 7 plagues the likes of which the world has never seen nor will see again (remember Sodom and Gomorrah, Noah's Ark and the great flood, etc., etc.); God abhors sin of which we are all guilty; no matter how big or how small (even the little white lie); sin is sin to God, and the penalty for sin is eternal death and separation from God.<br /><br />The Bible also tells of the Mark of the Beast that the coming world leader (the anti-Christ) will force everyone to take (either on their right hand or forehead). If you don't take the mark you will die. The thing about that is that we are all going to die. If you take the mark though, you will be damned eternally to hell and without God.<br /><br />The good news is that God loves us so much that He provided a way for us to be with Him eternally in heaven instead of eternally dead in our sins. For those who choose to believe, repent (turn back to God), receive and follow His command (not request) to accept His only holy blood covering for our sins, Yahushua Ha Mashiach (Jesus the Christ), we will be allowed to join Him in the new heaven and new earth that God says He will replace after all that is destroyed during this tribulation period of utter horrible death and destruction.<br /><br />Whether we believe in God or not, heaven and hell or not, we all believe that we are all going to die, just like we all believe that we need air to breath even if we can't see the air, along with if we jump off a tall building, we will fall cuz of gravity, which we also can't see, etc., etc.<br /><br />The question is, will we die only once with and for God if we repented, received and followed the sin covering that God provided for us through the perfect shed blood sacrifice of His Messiah Yahushua, who beat death and hell when He rose again and thus through His shed blood covering our sins, we will be able to enter into heaven with God forever?<br /><br />Is our choice instead to reject God's Messiah and take the easy way out while we still have to live in this world along with accepting the mark of the Beast from the antiChrist that's coming (or already here) that will lead this war against Israel? God says that we cannot serve two masters; that we have to choose to live and die once for Him or live and die forever without Him. It's just sad that people would rather have the temporary comfort leading to the eternal torment of satan than the temporary trouble leading to the eternal freedom and blessings of God.<br /><br />God's Word, whether we choose to believe is real (like Him) or not (and which has been proven true and continues to do so); I believe is as true as it was yesterday, is today and will be forever (just like Him with His swift terrible justice and His immeasurable love for us all because He provided our eTicket to heaven, the sacrificed and risen Yahushua the Messiah). Will you die with God or without Him? Will you die for Him or against Him? Will you accept the bail (Yahushua HaMashiach) that He paid on your behalf to get out of satan's hell so that you can enter into His heaven?<br /><br />My prayer is that all will ask Jesus Christ (Yeshua or Yahushua the Messiah) into their heart and follow Him so that all may know God's plan for our eternal salvation (rescue from our sins and eternal separation from God in hell) through His perfect sinless sacrificial substitute for our sins, Yahushua, and know His boundless, unconditional love, light, ultimate peace, power, strength, comfort, mercy, grace, beauty, healing, hope, joy and blessings, for you are so very precious in His sight!<br /><br />It's God's way (that He says in His Holy Word is only through His Holy Son Yahushua) or the highway (straight to hell). May God have mercy on us all on our way to finding (or rejecting) and then serving Him!<br /><br />Jesus is my hope in life and my life in death.<br /><br />Please take very good care, shalom and may you find healing and eternal life in the holy name of Jesus Christ!<br /><br />Yahushua loves you!",0
506,This same package costs 8.99 at baby's R us.  Save your money.  Asside from that the product works great and is very nice not to have the BPA and toxic chemicals in your little ones food.,1
507,"Valerian and Chamomile are blended with spearmint leaves, lemon grass, hawthorn berries and orange blossoms to create a delicious tea to savor late at night before you drift off into dreams. This tea is much more effective than regular Sleepytime and I can say this because my sleep cycle has been fairly regular with much fewer nights of tossing and turning. You may also find that your mood the next day is rather mild and you feel more relaxed in general. This could be due to getting a good night's sleep for a change or it could be that the valerian has a lasting effect. Valerian is a very effective herb if you can't get to sleep and this tea is highly recommended for insomnia. Unlike sleeping pills, you won't feel groggy the next morning. Blend in a little lavender or orange blossom honey to enhance this deliciously mild minty tea.<br /><br />~The Rebecca Review",1
508,"I was told it is not really good for you, yea there is a lot different cocount oils you can shopping and you have to be carefully . Ask the owner there if it is really extra virgin that didn't sit all thru days. YOU ARE EATING COCOUNT OIL AND YOU DON't want NOTHING THAT IS SPOILED OR SITTING ALL TIMES? I saw it in walmart I was going buy it for a lot different purposes but someone told me it been sitting on shelf meaning if store is closed at 12pm , they will not get new cocount oil replacing it or refridge it. It just sitting there all day , it was supposed to be refridged so you can eat. It is just like a milk that is supposed be in refridge! You see some stores having milk on shelf, it is likely to spoil faster than ones in refridge?<br /><br />I did a researching and I found out I was not supposed buy milk that store keep on shelf, it spoils faster no matter if I keep in freezer or refridge. It just drives temptaures crazy. If you buy milk from refridges , it will get used to temp. It is same with cocount oil (unrefined).<br /><br />It really doesn't matter if you buy organic or extra virgin ...organic is similar to extra virgin for real! I found out in research because both of them means they have not been in heat process to change. Ppl just wanna sell and rip you off / extra charge when saying it ain't extra virgin.<br /><br />You will know it is , when it only is making with cocount no additional such as preservational.<br /><br />I wanna warn you this seller is ripping u off, it is NOT $15! I remember it is only 5 or 10 dollars.",0
509,"When Hershey decided to change their Dutch Process cocoa powder around 2004, I was compelled to find a replacement that was as good.  I tried every cocoa powder out there and nothing was  as good.  About a year later, Cooks Illustrated did a taste test on cocoa powder and Callebaut came out on top (January 2005).  I found it online and decided to order it even though it came in a large quantity and it was a bit pricey.  I have never used any other cocoa powder since.  It is fantastic and worth it.  I get huge compliments on all of my chocolate recipes and I know it is the Callebaut cocoa.  Your brownies will never taste as good with any other cocoa powder.  Your homemade hot chocolate will be the envy of all the kids in the neighborhood.  I find ways to use the quantity within a year and no one complains!",1
510,"My alternative medicine doc, who is also an MD, recommended this product due to my leukemia.  There was a study by the Mayo Clinic of patients with CLL  [my form of the disease]  and there were some statistical data showing benefits for CLL patients who took a green tea extract -- strength not specified by the Mayo Clinic.  I ordered this product as soon as I was diagnosed, and found immediate relief from swolen glands, and night sweats.  I contacted the manufacturer, using the info on the label, and they have oncologists as consultants. The response to my question: ""how much can I take?"" came back as 3 times daily.<br /><br />Five months later, swelling is minimal, night sweats rare.  Doctor says my WBC is stable....  Those results are hard to dispute, in my opinion.<br /><br />Given the info above -- this is a great product, full of good anti-oxidents, but with some minimally proven benefits for CLL patients, like me.<br /><br />Shipping was extremely prompt, so I couldn't have asked for more from them.<br /><br />Five stars!!!",1
511,"If I had to rate the Starbucks Via alone I would give it five stars.  I love the product.  Unfortunately I received this 50ct order yesterday (October 19) and the expiration date is December 2010.  It says on the side of the box that it was produced in December 2009 with a one year expiration date.  I'll probably finish it by then, but I don't appreciate getting a 10 month old food product.",1
512,"If you knew how foie gras was produced, you probably wouldn't buy it. Ducks are intensively raised from birth, their toes cut off so that their talons don't have to be maintained. They are manhandled so forcefully that many ducks break wings or legs or sometimes even necks. They are forced into individual cages and remain there, until they are forcefed fat through long metal tubes, to swell their livers. They are given so much food that they struggle to breathe. This happens 3 times a day. Sometimes, the ducks don't survive this maltreatment, and their bodies are thrown into wastebins.<br /><br />I am not a vegetarian but I believe that it is wrong to intensively raise animals in this way. Please show your support and boycott the sale of foie gras.",0
513,"Please know what your eating, the color is made from coal tar. Your body is effected by petroleum products....... Do some research?<br />My children go crazy on this stuff, adhd to the max!",0
514,"I consider myself a Chai connoisseur.  I have been enjoying a Tazo Chai Latte nearly every day since 2001.  I am very picky and really only enjoy a limited selection of Chai brands.  My favorite is Tazo, especially when prepared by a Starbucks barista without water.  I was hesitant to purchase the Cafe Escapes Chai Latte k-cups in fear of it not meeting my high expectations; however, at first sip, I was hooked.  Although it has a slightly different taste than Tazo, it has a sweet aroma, full of spice with the perfect amount of creaminess.  I look forward to drinking this Chai Latte in the afternoon as a treat or pick-me-up. It is the perfect comfort item for me.<br /><br /><a href=""http://www.amazon.com/gp/product/B0030GQHXA"">Cafe Escapes Chai Latte K-Cups for Keurig Coffee Machines - 16 Pack</a><a href=""http://www.amazon.com/gp/product/B003AOH5Y2"">Cafe Escapes 96 Chai Latte K-Cups</a>",1
515,"I found these first at my local supermarket.  I've been looking for a blend that I could use as my standard every-day cup of coffee and, finally, this was it.  I've tried so many of the other blends and brands and they were either harsh and bitter (I know, some people think coffee *should* taste that way!) or too bland and weak. This is smooth but with a nice ""coffee"" presence you can actually taste.  *Coffee* taste, not burned grounds!<br /><br />I highly recommend this if you're *not* into the ""make your hair stand on end"" type of coffee. This review is based on using the ""medium"" size on the coffee machine.  You may get different results if you use the small or large dispenser sizes.",1
516,"This item is made in China. Will not feed my kids food made in china , will not feed my dog food Made In China !  !",1
517,"This coffee was very good, being at least the equal of the best of the 7 different coffees I have tried thus far here from Amazon.  It was very fresh, had excellent aroma, and produced a very nice brew in my French press.  Upon receipt of the coffee I noticed that the bag was nowhere near full.  I have had other coffees come in less-than-full bags, but this one seemed to be way off. Since I sell merchandise online myself, I have an accurate postal scale.  The ""2 pound"" bag came in at almost 6 ounces less than a full 32, including the weight of the bag.  From previous orders from Amazon, other coffees seem to be based on the ""as delivered"" weight, not on some sort of weight prior to roasting.  The bag itself did not have a breather, so it is hard to imagine that almost 20% of the weight was lost in shipping. Don't know what happened here but the result is that I feel I payed almost 20% more for the beans than the advertised price.  I am curious if others have noticed this from this company. I would like to think that I simply got a careless shipment and not a care-less policy.",1
518,"Have tried many varieties of K cups and green mountain is the best. My favorite blend is breakfast blend. Mild coffee, if you like Dunkin Donuts, you will like this.  If you are a starbucks drinker, try a bolder blend.",1
519,"The product is excellent. My only complaint is with the shipment of the product. We lost a dozen or so items as they had come open in transit, which created a sticky mess to clean up. This is the second time this has occurred with this type product. I have no problem with the quality of the product, just the packaging might require some adjustment.",1
520,DONT EVER GO THROUGH THIS COMPANY FIND YOUR ICECREAM SOMEWHERE ELSE.MY WIFE ORDERED WRONG KIND CALLED TO RETURNED AN WAS CALLED A IDIOT SPEND YOUR MONEY ELSEWHERE.,0
521,"Buyer BEWARE....<br /><br />I have this item and it would be great if it was BPA Free. Take note, it says ""The machine has no traceable amounts of BPA."" does not mean ""BPA Free""<br /><br />This machine should be ""BPA Free"" it can't be that difficult to remanufacture.<br /><br />SUSPECT.",0
522,"The Now stevia is a good product. I buy it because it's the only one I've found that comes in a one pound container. We use a lot of Stevia as we've totally replaced sugar in our diets. The taste is OK but it's nothing to write home about. If you're buying for taste and that's your only consideration, buy Kal brand. It's the best tasting of any I've tried!",1
523,"True Himalayan Pink Salt.  I won't bore you with all the wonderful benefits of this mineral-rich salt.  I'll figure you won't be here if you aren't already aware of them.<br /><br />This is excellent, rich, pink salt.  It is ground very well, and is suitable for use as both kitchen and table salt. It has a nice flavor and works perfectly in all our recipes. If you plan to store it in a shaker, you want to add some uncooked rice in with it, or it will lump badly.  It is very fine, so it absorbs all the moisture, without rice to help it.<br /><br />We love the quality of this brand, and will buy more, and more. :)",1
524,"When I ordered this product, I was too lazy to convert ""3-4 mm"" to inches and consequently discovered the ""Coarse Grinder Salt"" was almost 1/4"" (1/6"" to be exact), way too coarse for my salt grinder.  Shortly after receiving my order from Amazon, I received a courtesy email from the Spice Lab to make sure I was happy with my order.  I replied that actually I was not happy, but the fault was mine because I didn't convert the metric dimensions to English units and consequently didn't realize how coarse the salt would be, which was too coarse for my salt mill.  Two days later I received a package of smaller crystals, no charge.  That's amazing customer service!",1
525,"I'm giving these a 5-star rating specifically because they are not vegetarian.<br />This is to counteract the fact that somebody gave them a 1-star rating for the same reason.<br />Also, they are delicious.<br />So is steak.",1
526,"After the arsenic scare with baby formula, I looked into the source for all of my baby food.  Plum Organics never responded to my email asking for information on where the product is made.  I finally found it under a link regarding the makers of the packaging.  Not sure many organic baby food purchasers would be thrilled to know that this is made at the Hosokawa Yoko plant in CHINA. [...]",0
527,"Has artificial sweeteners not noted on the product page. That's where the ""weird aftertaste"" reviews come from. Stick to the Green Mountain version which is wonderful.",1
528,"Although labeled as 'naturally flavored sparkling mountain spring water', this product lists no fewer than 17 other ingredients beside water. Some of those ingredients seem decidedly suspect, and, at the very least, totally unnecessary: food dyes Red #40 and Blue #1.  Various groups and agencies here and abroad have expressed concern about risky side effects from using these dyes in food.  In any event, nothing good can come from them. The list of ingredients also includes two different gums, sucralose, and potassium benzoate, also questioned by consumer groups. I fail to understand why a product being touted as a healthy drink can contain so many weird ingredients.  I hope the company behind ""Ice"" will respond with an explanation here.  In any event, I won't be ordering ""Ice"" again unless it is entirely reformulated to remove the useless items.",0
529,"Just when you think you're eating healthier - you research to find out ""Your NOT"" with Clif Products. Theirs so much sugar, carbs & fats in these products that you might as well eat cookies or candy bars. They definitely taste better and you get the same sugar & calories.",0
530,"Has artificial sweeteners not noted on the product page. That's where the ""weird aftertaste"" reviews come from. Stick to the Green Mountain version which is wonderful.",1
531,"Hi!  I have that coffee maker at home - the Keurig thing.  I love it.  And I love coffee - I have some every single morning.  I can't live without it.  I love my coffee maker - and I tried many, many, MANY of the numerous types of coffee that are available for it via these ""K-Cups"".  Let me tell you, that as an avid coffee drinker, this is hands-down my #1 favorite brand to make at home. It's mild, it's not overly bold, it's nice and mellow, it's not bitter in the least, it's not watery, it's PERFECT.  I like my coffee with milk and sugar and this one is just the BEST.  I am sick of the ""Extra Bold"" coffees they make for this machine - they all taste the same and are just too harsh for me.  This one - this Caribou one - ROCKS.",1
532,"Compare the content and price of this bar (see above) to a Hershey Bar (no almonds). The Hershey Bar has 50 FEWER calories per bar.  Also, for the price of one of these bars, you could buy five regular Hershey bars.  24% more calories and FIVE times more expensive.  Unless you are diabetic, why would you ever buy this product?<br /><br />Hershey Bar (no almonds)  Bulk price (36) - $25.59<br />Serving Size  1 bar (43 g)<br />Hershey Bar<br />Amount Per Serving %DV *<br />Total Calories 210<br />  Calories from Fat 110<br />Total Fat 13 g 20%<br />  Saturated Fat 8 g 40%<br />Cholesterol 10 mg 3%<br />Sodium 35 mg 1%<br />Total Carbohydrate 26 g 9%<br />  Dietary Fiber 1 g 4%<br />  Sugars 24 g<br />Protein 3 g 6%",0
